Category,City,Country,Customer ID,Customer Name,Discount (bin),Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Row ID,Sales Period,Segment,Ship Date,Ship Mode,State,Sub-Category,Year-Month,Discount,Profit,Quantity,Sales,Year
Office Supplies,Pueblo,United States,LB-16795,Laurel Beltran,0.65,07-10-2013,US-2013-157490,81001,OFF-BI-10002824,Recycled Easel Ring Binders,West,7643,1,Home Office,08-10-2013,First Class,Colorado,Binders,01-10-2013,0.7,-14.92,4,17.904,2013
Office Supplies,Colorado Springs,United States,EH-14125,Eugene Hildebrand,0.65,21-05-2013,CA-2013-146010,80906,OFF-BI-10003638,GBC Durable Plastic Covers,West,3968,1,Home Office,24-05-2013,First Class,Colorado,Binders,01-05-2013,0.7,-32.508,7,40.635,2013
Office Supplies,Salem,United States,AH-10120,Adrian Hane,0.65,19-12-2013,CA-2013-145261,97301,OFF-BI-10001670,Vinyl Sectional Post Binders,West,5655,1,Home Office,22-12-2013,First Class,Oregon,Binders,01-12-2013,0.7,-30.16,4,45.24,2013
Office Supplies,Oxnard,United States,LB-16795,Laurel Beltran,0.00,02-12-2013,US-2013-155768,93030,OFF-PA-10001357,Xerox 1886,West,9172,1,Home Office,02-12-2013,Same Day,California,Paper,01-12-2013,0,22.992,1,47.9,2013
Office Supplies,Los Angeles,United States,PS-18970,Paul Stevenson,0.00,15-04-2011,US-2011-120740,90049,OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,West,7657,1,Home Office,15-04-2011,Same Day,California,Appliances,01-04-2011,0,31.0184,2,106.96,2011
Office Supplies,Manteca,United States,TN-21040,Tanja Norvell,0.00,10-10-2011,CA-2011-140403,95336,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",West,4534,1,Home Office,10-10-2011,Same Day,California,Envelopes,01-10-2011,0,7.4872,2,15.28,2011
Office Supplies,San Francisco,United States,DH-13675,Duane Huffman,0.00,28-11-2011,CA-2011-105249,94122,OFF-SU-10001225,Staples,West,5493,1,Home Office,28-11-2011,Same Day,California,Supplies,01-11-2011,0,0.1472,2,7.36,2011
Office Supplies,Riverside,United States,TB-21190,Thomas Brumley,0.00,11-11-2014,CA-2014-162096,92503,OFF-AR-10002221,12 Colored Short Pencils,West,6962,1,Home Office,11-11-2014,Same Day,California,Art,01-11-2014,0,2.106,3,7.8,2014
Office Supplies,Oxnard,United States,LB-16795,Laurel Beltran,0.00,02-12-2013,US-2013-155768,93030,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",West,9174,1,Home Office,02-12-2013,Same Day,California,Envelopes,01-12-2013,0,11.2308,3,22.92,2013
Office Supplies,San Francisco,United States,JK-15640,Jim Kriz,0.00,19-09-2011,CA-2011-159849,94110,OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,West,8575,1,Home Office,19-09-2011,Same Day,California,Fasteners,01-09-2011,0,0.1134,3,5.67,2011
Office Supplies,San Francisco,United States,FM-14290,Frank Merwin,0.00,07-11-2014,US-2014-153948,94122,OFF-PA-10000157,Xerox 191,West,5903,1,Home Office,07-11-2014,Same Day,California,Paper,01-11-2014,0,28.1718,3,59.94,2014
Office Supplies,Oxnard,United States,LB-16795,Laurel Beltran,0.00,02-12-2013,US-2013-155768,93030,OFF-ST-10002292,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",West,9173,1,Home Office,02-12-2013,Same Day,California,Storage,01-12-2013,0,222.588,3,1112.94,2013
Office Supplies,Los Angeles,United States,TC-21535,Tracy Collins,0.00,03-11-2011,CA-2011-153619,90049,OFF-AR-10001868,Prang Dustless Chalk Sticks,West,9229,1,Home Office,03-11-2011,Same Day,California,Art,01-11-2011,0,3.36,4,6.72,2011
Office Supplies,San Francisco,United States,DH-13675,Duane Huffman,0.00,28-11-2011,CA-2011-105249,94122,OFF-LA-10002043,Avery 489,West,5494,1,Home Office,28-11-2011,Same Day,California,Labels,01-11-2011,0,19.872,4,41.4,2011
Office Supplies,San Francisco,United States,FM-14290,Frank Merwin,0.00,07-11-2014,US-2014-153948,94122,OFF-LA-10000414,Avery 503,West,5906,1,Home Office,07-11-2014,Same Day,California,Labels,01-11-2014,0,19.872,4,41.4,2014
Office Supplies,San Francisco,United States,FM-14290,Frank Merwin,0.00,07-11-2014,US-2014-153948,94122,OFF-PA-10002764,Staples,West,5904,1,Home Office,07-11-2014,Same Day,California,Paper,01-11-2014,0,22.2264,4,45.36,2014
Office Supplies,Los Angeles,United States,JP-16135,Julie Prescott,0.00,31-12-2013,US-2013-111528,90032,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,West,5760,1,Home Office,31-12-2013,Same Day,California,Storage,01-12-2013,0,125.1432,4,481.32,2013
Office Supplies,San Francisco,United States,FM-14290,Frank Merwin,0.00,07-11-2014,US-2014-153948,94122,OFF-PA-10000143,Astroparche Fine Business Paper,West,5905,1,Home Office,07-11-2014,Same Day,California,Paper,01-11-2014,0,12.672,5,26.4,2014
Office Supplies,San Francisco,United States,BC-11125,Becky Castell,0.00,26-07-2013,CA-2013-149335,94122,OFF-AR-10001419,Newell 325,West,8309,1,Home Office,26-07-2013,Same Day,California,Art,01-07-2013,0,11.151,9,37.17,2013
Office Supplies,Los Angeles,United States,JP-16135,Julie Prescott,0.20,31-12-2013,US-2013-111528,90032,OFF-BI-10002194,Cardinal Hold-It CD Pocket,West,5761,1,Home Office,31-12-2013,Same Day,California,Binders,01-12-2013,0.2,2.1546,1,6.384,2013
Office Supplies,San Francisco,United States,PO-19195,Phillina Ober,0.20,29-11-2012,CA-2012-144099,94122,OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",West,3441,1,Home Office,30-11-2012,Same Day,California,Binders,01-11-2012,0.2,1.5602,1,4.304,2012
Office Supplies,Yuma,United States,NZ-18565,Nick Zandusky,0.65,11-07-2013,CA-2013-134222,85364,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,West,4823,1,Home Office,12-07-2013,Same Day,Arizona,Binders,01-07-2013,0.7,-35.8848,6,44.856,2013
Office Supplies,Los Angeles,United States,AT-10435,Alyssa Tate,0.00,10-12-2014,CA-2014-102407,90004,OFF-AP-10001394,Harmony Air Purifier,West,4293,1,Home Office,14-12-2014,Second Class,California,Appliances,01-12-2014,0,68.04,1,189,2014
Office Supplies,San Francisco,United States,BC-11125,Becky Castell,0.00,20-05-2014,CA-2014-113530,94109,OFF-AR-10000122,Newell 314,West,3627,1,Home Office,22-05-2014,Second Class,California,Art,01-05-2014,0,1.395,1,5.58,2014
Office Supplies,Huntington Beach,United States,LB-16795,Laurel Beltran,0.00,02-09-2013,CA-2013-124583,92646,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,West,7482,1,Home Office,04-09-2013,Second Class,California,Envelopes,01-09-2013,0,5.751,1,12.78,2013
Office Supplies,Los Angeles,United States,VF-21715,Vicky Freymann,0.00,25-07-2011,CA-2011-146528,90045,OFF-PA-10002195,Xerox 1966,West,3647,1,Home Office,27-07-2011,Second Class,California,Paper,01-07-2011,0,3.1752,1,6.48,2011
Office Supplies,San Francisco,United States,NM-18445,Nathan Mautz,0.00,23-04-2011,CA-2011-111857,94109,OFF-PA-10001878,Xerox 1891,West,9290,1,Home Office,26-04-2011,Second Class,California,Paper,01-04-2011,0,22.9877,1,48.91,2011
Office Supplies,San Francisco,United States,RH-19510,Rick Huthwaite,0.00,27-09-2012,CA-2012-167255,94110,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",West,6959,1,Home Office,29-09-2012,Second Class,California,Storage,01-09-2012,0,4.3428,1,15.51,2012
Office Supplies,Los Angeles,United States,MA-17560,Matt Abelman,0.00,11-11-2011,CA-2011-140732,90004,OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",West,5963,1,Home Office,13-11-2011,Second Class,California,Appliances,01-11-2011,0,2.0228,2,7.78,2011
Office Supplies,Los Angeles,United States,AT-10435,Alyssa Tate,0.00,10-12-2014,CA-2014-102407,90004,OFF-AR-10000122,Newell 314,West,4291,1,Home Office,14-12-2014,Second Class,California,Art,01-12-2014,0,2.79,2,11.16,2014
Office Supplies,San Francisco,United States,BC-11125,Becky Castell,0.00,20-05-2014,CA-2014-113530,94109,OFF-AR-10001315,Newell 310,West,3626,1,Home Office,22-05-2014,Second Class,California,Art,01-05-2014,0,1.0208,2,3.52,2014
Office Supplies,Los Angeles,United States,DE-13255,Deanra Eno,0.00,18-04-2012,CA-2012-142601,90004,OFF-PA-10000483,Xerox 19,West,4721,1,Home Office,20-04-2012,Second Class,California,Paper,01-04-2012,0,27.882,2,61.96,2012
Office Supplies,Los Angeles,United States,RB-19465,Rick Bensley,0.00,17-12-2014,CA-2014-161578,90036,OFF-PA-10002986,Xerox 1898,West,6552,1,Home Office,22-12-2014,Second Class,California,Paper,01-12-2014,0,6.4128,2,13.36,2014
Office Supplies,San Francisco,United States,RH-19510,Rick Huthwaite,0.00,27-09-2012,CA-2012-167255,94110,OFF-PA-10003441,Xerox 226,West,6961,1,Home Office,29-09-2012,Second Class,California,Paper,01-09-2012,0,6.2208,2,12.96,2012
Office Supplies,San Francisco,United States,NK-18490,Neil Knudson,0.00,25-09-2014,CA-2014-130148,94110,OFF-SU-10001574,Acme Value Line Scissors,West,9695,1,Home Office,29-09-2014,Second Class,California,Supplies,01-09-2014,0,2.19,2,7.3,2014
Office Supplies,Danville,United States,NL-18310,Nancy Lomonaco,0.00,03-11-2014,US-2014-163790,94526,OFF-FA-10004838,"Super Bands, 12/Pack",West,4588,1,Home Office,05-11-2014,Second Class,California,Fasteners,01-11-2014,0,0.1674,3,5.58,2014
Office Supplies,San Francisco,United States,RH-19510,Rick Huthwaite,0.00,27-09-2012,CA-2012-167255,94110,OFF-PA-10002377,Xerox 1916,West,6960,1,Home Office,29-09-2012,Second Class,California,Paper,01-09-2012,0,73.41,3,146.82,2012
Office Supplies,San Francisco,United States,CC-12430,Chuck Clark,0.00,20-09-2013,US-2013-114888,94109,OFF-SU-10001212,Kleencut Forged Office Shears by Acme United Corporation,West,4771,1,Home Office,25-09-2013,Second Class,California,Supplies,01-09-2013,0,1.872,3,6.24,2013
Office Supplies,Los Angeles,United States,MA-17560,Matt Abelman,0.00,11-11-2011,CA-2011-140732,90004,OFF-PA-10003625,Xerox 1979,West,5964,1,Home Office,13-11-2011,Second Class,California,Paper,01-11-2011,0,55.764,4,123.92,2011
Office Supplies,Los Angeles,United States,VF-21715,Vicky Freymann,0.00,25-07-2011,CA-2011-146528,90045,OFF-SU-10002522,Acme Kleen Earth Office Shears,West,3648,1,Home Office,27-07-2011,Second Class,California,Supplies,01-07-2011,0,4.5008,4,15.52,2011
Office Supplies,Los Angeles,United States,MH-17290,Marc Harrigan,0.00,03-09-2014,CA-2014-169327,90008,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",West,9847,1,Home Office,05-09-2014,Second Class,California,Appliances,01-09-2014,0,11.206,5,43.1,2014
Office Supplies,Danville,United States,NL-18310,Nancy Lomonaco,0.00,03-11-2014,US-2014-163790,94526,OFF-AR-10003469,Nontoxic Chalk,West,4586,1,Home Office,05-11-2014,Second Class,California,Art,01-11-2014,0,4.224,5,8.8,2014
Office Supplies,Los Angeles,United States,RB-19465,Rick Bensley,0.00,17-12-2014,CA-2014-161578,90036,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",West,6553,1,Home Office,22-12-2014,Second Class,California,Storage,01-12-2014,0,7.945,5,158.9,2014
Office Supplies,San Francisco,United States,NK-18490,Neil Knudson,0.00,25-09-2014,CA-2014-130148,94110,OFF-PA-10000551,Array Memo Cubes,West,9694,1,Home Office,29-09-2014,Second Class,California,Paper,01-09-2014,0,15.2292,6,31.08,2014
Office Supplies,Danville,United States,NL-18310,Nancy Lomonaco,0.00,03-11-2014,US-2014-163790,94526,OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",West,4585,1,Home Office,05-11-2014,Second Class,California,Envelopes,01-11-2014,0,38.29,7,76.58,2014
Office Supplies,Danville,United States,NL-18310,Nancy Lomonaco,0.00,03-11-2014,US-2014-163790,94526,OFF-ST-10001511,Space Solutions Commercial Steel Shelving,West,4590,1,Home Office,05-11-2014,Second Class,California,Storage,01-11-2014,0,22.6275,7,452.55,2014
Office Supplies,Los Angeles,United States,DE-13255,Deanra Eno,0.00,18-04-2012,CA-2012-142601,90004,OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",West,4720,1,Home Office,20-04-2012,Second Class,California,Storage,01-04-2012,0,9.4717,7,947.17,2012
Office Supplies,Los Angeles,United States,CS-12400,Christopher Schild,0.00,02-10-2012,US-2012-119312,90045,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,West,3903,1,Home Office,07-10-2012,Second Class,California,Storage,01-10-2012,0,75.6952,14,270.34,2012
Office Supplies,North Las Vegas,United States,DP-13390,Dennis Pardue,0.00,22-10-2013,CA-2013-138478,89031,OFF-AR-10002240,Panasonic KP-150 Electric Pencil Sharpener,West,7817,1,Home Office,27-10-2013,Second Class,Nevada,Art,01-10-2013,0,29.4372,3,113.22,2013
Office Supplies,North Las Vegas,United States,DP-13390,Dennis Pardue,0.00,22-10-2013,CA-2013-138478,89031,OFF-PA-10001801,Xerox 193,West,7818,1,Home Office,27-10-2013,Second Class,Nevada,Paper,01-10-2013,0,17.5812,6,35.88,2013
Office Supplies,Salt Lake City,United States,DB-13360,Dennis Bolton,0.00,19-11-2011,CA-2011-100972,84106,OFF-PA-10000357,Xerox 1888,West,7868,1,Home Office,24-11-2011,Second Class,Utah,Paper,01-11-2011,0,79.8912,3,166.44,2011
Office Supplies,Seattle,United States,RD-19660,Robert Dilbeck,0.00,12-04-2012,CA-2012-145415,98103,OFF-ST-10000419,"Rogers Jumbo File, Granite",West,9945,1,Home Office,17-04-2012,Second Class,Washington,Storage,01-04-2012,0,0.4074,3,40.74,2012
Office Supplies,Seattle,United States,TW-21025,Tamara Willingham,0.00,01-12-2012,CA-2012-137113,98105,OFF-ST-10002554,Tennsco Industrial Shelving,West,6883,1,Home Office,05-12-2012,Second Class,Washington,Storage,01-12-2012,0,2.9346,3,146.73,2012
Office Supplies,Seattle,United States,TW-21025,Tamara Willingham,0.00,01-12-2012,CA-2012-137113,98105,OFF-PA-10004255,Xerox 219,West,6881,1,Home Office,05-12-2012,Second Class,Washington,Paper,01-12-2012,0,15.552,5,32.4,2012
Office Supplies,Seattle,United States,TW-21025,Tamara Willingham,0.00,01-12-2012,CA-2012-137113,98105,OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",West,6884,1,Home Office,05-12-2012,Second Class,Washington,Paper,01-12-2012,0,52.532,5,114.2,2012
Office Supplies,Glendale,United States,GH-14410,Gary Hansen,0.20,03-08-2011,CA-2011-128986,85301,OFF-PA-10001289,White Computer Printout Paper by Universal,West,3156,1,Home Office,05-08-2011,Second Class,Arizona,Paper,01-08-2011,0.2,33.7212,3,93.024,2011
Office Supplies,San Diego,United States,JP-16135,Julie Prescott,0.20,04-07-2012,CA-2012-152513,92024,OFF-BI-10002706,Avery Premier Heavy-Duty Binder with Round Locking Rings,West,7919,1,Home Office,08-07-2012,Second Class,California,Binders,01-07-2012,0.2,7.4256,2,22.848,2012
Office Supplies,San Francisco,United States,CC-12430,Chuck Clark,0.20,20-09-2013,US-2013-114888,94109,OFF-BI-10003355,Cardinal Holdit Business Card Pockets,West,4770,1,Home Office,25-09-2013,Second Class,California,Binders,01-09-2013,0.2,4.1832,3,11.952,2013
Office Supplies,Los Angeles,United States,MH-17290,Marc Harrigan,0.20,03-09-2014,CA-2014-169327,90008,OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",West,9849,1,Home Office,05-09-2014,Second Class,California,Binders,01-09-2014,0.2,46.225,5,147.92,2014
Office Supplies,Danville,United States,NL-18310,Nancy Lomonaco,0.20,03-11-2014,US-2014-163790,94526,OFF-BI-10003718,GBC Therma-A-Bind 250T Electric Binding System,West,4587,1,Home Office,05-11-2014,Second Class,California,Binders,01-11-2014,0.2,206.6232,6,590.352,2014
Office Supplies,North Las Vegas,United States,DP-13390,Dennis Pardue,0.20,22-10-2013,CA-2013-138478,89031,OFF-BI-10001120,Ibico EPK-21 Electric Binding System,West,7819,1,Home Office,27-10-2013,Second Class,Nevada,Binders,01-10-2013,0.2,1644.2913,3,4535.976,2013
Office Supplies,Des Moines,United States,NP-18685,Nora Pelletier,0.20,07-03-2011,US-2011-131982,98198,OFF-BI-10004224,Catalog Binders with Expanding Posts,West,5254,1,Home Office,11-03-2011,Second Class,Washington,Binders,01-03-2011,0.2,33.64,2,107.648,2011
Office Supplies,Seattle,United States,ED-13885,Emily Ducich,0.20,23-12-2013,CA-2013-149916,98115,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,West,8668,1,Home Office,25-12-2013,Second Class,Washington,Binders,01-12-2013,0.2,19.376,4,55.36,2013
Office Supplies,Los Angeles,United States,TC-21535,Tracy Collins,0.00,19-11-2013,CA-2013-166226,90008,OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,West,4961,1,Home Office,23-11-2013,Standard Class,California,Appliances,01-11-2013,0,18.3168,1,67.84,2013
Office Supplies,Moreno Valley,United States,CD-12790,Cynthia Delaney,0.00,27-12-2011,CA-2011-166961,92553,OFF-AP-10001366,Staples,West,7776,1,Home Office,31-12-2011,Standard Class,California,Appliances,01-12-2011,0,2.9646,1,10.98,2011
Office Supplies,San Francisco,United States,VF-21715,Vicky Freymann,0.00,23-05-2014,CA-2014-130106,94109,OFF-AR-10003732,Newell 333,West,9248,1,Home Office,27-05-2014,Standard Class,California,Art,01-05-2014,0,0.7228,1,2.78,2014
Office Supplies,Santa Barbara,United States,MG-17890,Michael Granlund,0.00,25-04-2014,CA-2014-166933,93101,OFF-FA-10002676,Colored Push Pins,West,5527,1,Home Office,29-04-2014,Standard Class,California,Fasteners,01-04-2014,0,0.6516,1,1.81,2014
Office Supplies,Los Angeles,United States,GH-14410,Gary Hansen,0.00,09-07-2011,CA-2011-114125,90049,OFF-LA-10004559,Avery 49,West,8173,1,Home Office,13-07-2011,Standard Class,California,Labels,01-07-2011,0,1.4112,1,2.88,2011
Office Supplies,Bakersfield,United States,FM-14290,Frank Merwin,0.00,08-06-2013,CA-2013-103163,93309,OFF-PA-10004000,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",West,3578,1,Home Office,12-06-2013,Standard Class,California,Paper,01-06-2013,0,2.3177,1,4.73,2013
Office Supplies,Los Angeles,United States,BF-11170,Ben Ferrer,0.00,24-12-2011,US-2011-138247,90045,OFF-ST-10002301,Tennsco Commercial Shelving,West,4508,1,Home Office,29-12-2011,Standard Class,California,Storage,01-12-2011,0,0.2034,1,20.34,2011
Office Supplies,San Francisco,United States,DP-13390,Dennis Pardue,0.00,08-09-2011,CA-2011-168592,94110,OFF-ST-10002406,Pizazz Global Quick File,West,3451,1,Home Office,14-09-2011,Standard Class,California,Storage,01-09-2011,0,4.1916,1,14.97,2011
Office Supplies,Los Angeles,United States,BF-11170,Ben Ferrer,0.00,24-12-2011,US-2011-138247,90045,OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,West,4505,1,Home Office,29-12-2011,Standard Class,California,Appliances,01-12-2011,0,101.3488,2,361.96,2011
Office Supplies,Los Angeles,United States,FC-14245,Frank Carlisle,0.00,10-12-2012,CA-2012-115693,90032,OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",West,6361,1,Home Office,15-12-2012,Standard Class,California,Art,01-12-2012,0,15.764,2,56.3,2012
Office Supplies,San Francisco,United States,TT-21460,Tonja Turnell,0.00,19-12-2014,CA-2014-158736,94110,OFF-AR-10002578,Newell 335,West,8479,1,Home Office,25-12-2014,Standard Class,California,Art,01-12-2014,0,1.6704,2,5.76,2014
Office Supplies,San Francisco,United States,DS-13030,Darrin Sayre,0.00,09-07-2011,CA-2011-113271,94122,OFF-AR-10003251,Prang Drawing Pencil Set,West,9245,1,Home Office,14-07-2011,Standard Class,California,Art,01-07-2011,0,2.224,2,5.56,2011
Office Supplies,Roseville,United States,JO-15550,Jesus Ocampo,0.00,09-11-2012,CA-2012-126466,95661,OFF-FA-10000490,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",West,6947,1,Home Office,13-11-2012,Standard Class,California,Fasteners,01-11-2012,0,1.1656,2,2.48,2012
Office Supplies,San Francisco,United States,DP-13390,Dennis Pardue,0.00,08-09-2011,CA-2011-168592,94110,OFF-FA-10002988,Ideal Clamps,West,3452,1,Home Office,14-09-2011,Standard Class,California,Fasteners,01-09-2011,0,1.9698,2,4.02,2011
Office Supplies,Lake Forest,United States,DB-12910,Daniel Byrd,0.00,04-10-2013,CA-2013-101672,92630,OFF-LA-10002271,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,West,7872,1,Home Office,08-10-2013,Standard Class,California,Labels,01-10-2013,0,2.9568,2,6.16,2013
Office Supplies,Los Angeles,United States,SN-20710,Steve Nguyen,0.00,06-05-2011,US-2011-154879,90004,OFF-LA-10004425,Staples,West,4410,1,Home Office,11-05-2011,Standard Class,California,Labels,01-05-2011,0,2.7166,2,5.78,2011
Office Supplies,Los Angeles,United States,MH-17290,Marc Harrigan,0.00,26-04-2011,CA-2011-116785,90036,OFF-LA-10000305,Avery 495,West,7198,1,Home Office,30-04-2011,Standard Class,California,Labels,01-04-2011,0,5.796,2,12.6,2011
Office Supplies,Fresno,United States,BD-11560,Brendan Dodson,0.00,28-03-2014,CA-2014-124716,93727,OFF-PA-10001144,Xerox 1913,West,8487,1,Home Office,01-04-2014,Standard Class,California,Paper,01-03-2014,0,53.2608,2,110.96,2014
Office Supplies,Fresno,United States,BD-11560,Brendan Dodson,0.00,28-03-2014,CA-2014-124716,93727,OFF-PA-10000740,Xerox 1982,West,8486,1,Home Office,01-04-2014,Standard Class,California,Paper,01-03-2014,0,21.0128,2,45.68,2014
Office Supplies,Laguna Niguel,United States,BC-11125,Becky Castell,0.00,17-09-2013,US-2013-134369,92677,OFF-PA-10002195,Xerox 1966,West,6999,1,Home Office,23-09-2013,Standard Class,California,Paper,01-09-2013,0,6.3504,2,12.96,2013
Office Supplies,Lake Forest,United States,DB-12910,Daniel Byrd,0.00,04-10-2013,CA-2013-101672,92630,OFF-PA-10001878,Xerox 1891,West,7875,1,Home Office,08-10-2013,Standard Class,California,Paper,01-10-2013,0,45.9754,2,97.82,2013
Office Supplies,Lake Forest,United States,DB-12910,Daniel Byrd,0.00,04-10-2013,CA-2013-101672,92630,OFF-PA-10004610,Xerox 1900,West,7874,1,Home Office,08-10-2013,Standard Class,California,Paper,01-10-2013,0,3.852,2,8.56,2013
Office Supplies,Los Angeles,United States,AP-10720,Anne Pryor,0.00,07-12-2013,US-2013-103674,90032,OFF-PA-10000743,Xerox 1977,West,9976,1,Home Office,11-12-2013,Standard Class,California,Paper,01-12-2013,0,6.4128,2,13.36,2013
Office Supplies,Los Angeles,United States,CG-12040,Catherine Glotzbach,0.00,01-06-2012,CA-2012-161242,90045,OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",West,9565,1,Home Office,08-06-2012,Standard Class,California,Paper,01-06-2012,0,5.7624,2,11.76,2012
Office Supplies,Los Angeles,United States,SM-20320,Sean Miller,0.00,25-12-2012,CA-2012-144890,90049,OFF-PA-10001526,Xerox 1949,West,7854,1,Home Office,29-12-2012,Standard Class,California,Paper,01-12-2012,0,4.8804,2,9.96,2012
Office Supplies,Los Angeles,United States,SR-20740,Steven Roelle,0.00,21-02-2011,CA-2011-164903,90049,OFF-PA-10003363,Xerox 204,West,8504,1,Home Office,25-02-2011,Standard Class,California,Paper,01-02-2011,0,6.2208,2,12.96,2011
Office Supplies,Oceanside,United States,PS-19045,Penelope Sewall,0.00,08-11-2013,CA-2013-164896,92054,OFF-PA-10002246,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",West,4975,1,Home Office,13-11-2013,Standard Class,California,Paper,01-11-2013,0,6.321,2,12.9,2013
Office Supplies,San Francisco,United States,LS-16975,Lindsay Shagiari,0.00,26-11-2011,US-2011-147648,94109,OFF-PA-10001033,Xerox 1893,West,5229,1,Home Office,01-12-2011,Standard Class,California,Paper,01-11-2011,0,40.1702,2,81.98,2011
Office Supplies,San Francisco,United States,MP-18175,Mike Pelletier,0.00,06-10-2014,CA-2014-167661,94110,OFF-PA-10002581,Xerox 1951,West,4836,1,Home Office,11-10-2014,Standard Class,California,Paper,01-10-2014,0,27.882,2,61.96,2014
Office Supplies,San Francisco,United States,SC-20680,Steve Carroll,0.00,21-11-2011,CA-2011-154781,94110,OFF-PA-10001609,Tops Wirebound Message Log Books,West,7740,1,Home Office,26-11-2011,Standard Class,California,Paper,01-11-2011,0,3.0268,2,6.58,2011
Office Supplies,San Francisco,United States,JO-15550,Jesus Ocampo,0.00,17-04-2014,US-2014-138086,94109,OFF-AP-10000027,Hoover Commercial SteamVac,West,7723,1,Home Office,21-04-2014,Standard Class,California,Appliances,01-04-2014,0,12.222,3,40.74,2014
Office Supplies,San Gabriel,United States,BT-11305,Beth Thompson,0.00,25-04-2011,CA-2011-166954,91776,OFF-AP-10001391,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,West,4377,1,Home Office,30-04-2011,Standard Class,California,Appliances,01-04-2011,0,78.5088,3,270.72,2011
Office Supplies,San Francisco,United States,VF-21715,Vicky Freymann,0.00,23-05-2014,CA-2014-130106,94109,OFF-AR-10003651,Newell 350,West,9247,1,Home Office,27-05-2014,Standard Class,California,Art,01-05-2014,0,2.8536,3,9.84,2014
Office Supplies,San Francisco,United States,EH-14125,Eugene Hildebrand,0.00,31-01-2014,CA-2014-112725,94110,OFF-AR-10001227,Newell 338,West,4145,1,Home Office,07-02-2014,Standard Class,California,Art,01-01-2014,0,2.3814,3,8.82,2014
Office Supplies,Moreno Valley,United States,CD-12790,Cynthia Delaney,0.00,27-12-2011,CA-2011-166961,92553,OFF-FA-10003485,Staples,West,7777,1,Home Office,31-12-2011,Standard Class,California,Fasteners,01-12-2011,0,3.6156,3,7.86,2011
Office Supplies,Los Angeles,United States,PL-18925,Paul Lucas,0.00,01-11-2011,CA-2011-168305,90049,OFF-LA-10003498,Avery 475,West,5896,1,Home Office,08-11-2011,Standard Class,California,Labels,01-11-2011,0,22.2,3,44.4,2011
Office Supplies,Fresno,United States,BD-11560,Brendan Dodson,0.00,28-03-2014,CA-2014-124716,93727,OFF-PA-10000859,Unpadded Memo Slips,West,8488,1,Home Office,01-04-2014,Standard Class,California,Paper,01-03-2014,0,5.97,3,11.94,2014
Office Supplies,Los Angeles,United States,SN-20710,Steve Nguyen,0.00,27-11-2012,CA-2012-125234,90049,OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",West,4339,1,Home Office,01-12-2012,Standard Class,California,Paper,01-11-2012,0,53.4954,3,113.82,2012
Office Supplies,Moreno Valley,United States,CD-12790,Cynthia Delaney,0.00,27-12-2011,CA-2011-166961,92553,OFF-ST-10004507,Advantus Rolling Storage Box,West,7778,1,Home Office,31-12-2011,Standard Class,California,Storage,01-12-2011,0,13.8915,3,51.45,2011
